date,pollution_today,dew,temp,press,wnd_spd,snow,rain,pollution_yesterday
11/8/2010,12.875,-9.083333333,7.666666667,1024.5,79.51708333,0,0,69.375
11/9/2010,59.33333333,-5.583333333,2.25,1020.958333,1.768333333,0,0,12.875
11/10/2010,130.4583333,-2.708333333,3.458333333,1016.875,5.0975,0,0,59.33333333
11/11/2010,75.75,-2.333333333,6.083333333,1011.083333,56.87833333,0,0,130.4583333
11/12/2010,66.04166667,-7.583333333,1.125,1017.895833,111.36,0,0,75.75
11/13/2010,17.04166667,-12.83333333,3.125,1027.583333,131.3520833,0,0,66.04166667
11/14/2010,22,-8,0,1035,194.065,0,0,17.04166667
11/15/2010,52.91666667,-6.666666667,-0.291666667,1031,237.025,0,0,22
11/16/2010,138.9583333,-4,-1,1023,279.985,0,0,52.91666667
11/17/2010,320.1666667,-3,1.708333333,1022.625,52.45958333,0,0,138.9583333
11/18/2010,384.5,0,3.541666667,1019.541667,4.562916667,0,0,320.1666667
11/19/2010,370.3333333,0.083333333,4.916666667,1014.208333,6.255,0,0,384.5
11/20/2010,296.5833333,-0.708333333,5.208333333,1010.875,6.10875,0,0,370.3333333
11/21/2010,136.7083333,-8,5.541666667,1014.375,68.84416667,0,0,296.5833333
11/22/2010,67.25,-10.16666667,1.875,1021.125,4.39625,0,0,136.7083333
11/23/2010,230.875,-7.041666667,2.25,1019.916667,2.735,0,0,67.25
11/24/2010,71.75,-12.66666667,2.666666667,1024.333333,45.24791667,0,0,230.875
11/25/2010,66.625,-11.70833333,-0.666666667,1025.708333,4.3775,0,0,71.75
11/26/2010,116.6666667,-10.41666667,-0.916666667,1017.083333,3.685833333,0,0,66.625
11/27/2010,27.66666667,-19.79166667,1.375,1022.875,78.71541667,0,0,116.6666667
11/28/2010,171.4166667,-12.20833333,-1.625,1021.708333,1.934166667,0,0,27.66666667
11/29/2010,190.4166667,-4.416666667,-0.5,1019.375,3.85125,0,0,171.4166667
11/30/2010,224.2083333,-1.916666667,-0.458333333,1018.333333,4.26375,0,0,190.4166667
12/1/2010,257.625,-0.958333333,0.666666667,1013.291667,3.122916667,0,0,224.2083333
12/2/2010,83.5,-12.625,2.416666667,1019.125,66.69791667,0,0,257.625
12/3/2010,74.75,-12.625,-1.916666667,1022.083333,2.755416667,0,0,83.5
12/4/2010,167.3333333,-9.291666667,-0.333333333,1011.958333,5.737083333,0,0,74.75
12/5/2010,78.45833333,-9.416666667,4.291666667,1020.333333,32.92041667,0,0,167.3333333
12/6/2010,17.875,-17.75,1.833333333,1031.083333,154.0054167,0,0,78.45833333
12/7/2010,57,-16,2.583333333,1017.041667,10.91375,0,0,17.875
12/8/2010,39.41666667,-11.875,2.666666667,1015.333333,8.030416667,0,0,57
12/9/2010,193.9583333,-7.958333333,0.208333333,1010.666667,3.278333333,0,0,39.41666667
12/10/2010,104.375,-12.45833333,0.833333333,1009.666667,72.90958333,0,0,193.9583333
12/11/2010,45.75,-15.70833333,-2.708333333,1020.833333,37.25541667,0,0,104.375
12/12/2010,115.4583333,-10.33333333,-2.041666667,1017.791667,9.011666667,0,0,45.75
12/13/2010,20.83333333,-21.20833333,-4.708333333,1029.666667,55.51833333,0,0,115.4583333
12/14/2010,17.33333333,-22.91666667,-7.458333333,1034.333333,53.63625,0,0,20.83333333
12/15/2010,22.41666667,-25.04166667,-7.875,1032.75,162.1095833,0,0,17.33333333
12/16/2010,54.20833333,-21,-2.5,1017.291667,13.87541667,0,0,22.41666667
12/17/2010,108.3333333,-16.70833333,-0.541666667,1013.041667,9.253333333,0,0,54.20833333
12/18/2010,271.75,-12.16666667,-2.958333333,1012.541667,2.065416667,0,0,108.3333333
12/19/2010,153.125,-13.125,4.541666667,1016.041667,27.32208333,0,0,271.75
12/20/2010,200.2916667,-11.70833333,1.125,1016.875,4.933333333,0,0,153.125
12/21/2010,434.8333333,-7.5,-1,1012.625,2.2275,0,0,200.2916667
12/22/2010,145.125,-13.66666667,0.958333333,1018.583333,31.01333333,0,0,434.8333333
12/23/2010,23.16666667,-23.20833333,-6.125,1035.083333,37.57083333,0,0,145.125
12/24/2010,43.45833333,-25,-9.666666667,1037.333333,9.793333333,0,0,23.16666667
12/25/2010,55.58333333,-22.33333333,-7.833333333,1027.208333,8.325,0,0,43.45833333
12/26/2010,50.625,-17.70833333,-3.666666667,1015.916667,21.73958333,0,0,55.58333333
12/27/2010,79.70833333,-16.58333333,-2.75,1010.958333,31.8325,0,0,50.625
12/28/2010,28.16666667,-19.66666667,-3.75,1018.625,115.5683333,0,0,79.70833333
12/29/2010,36.625,-17,-4.416666667,1021.041667,40.76875,0,0,28.16666667
12/30/2010,17.58333333,-22.70833333,-7.041666667,1025.416667,234.1558333,0,0,36.625
12/31/2010,18.66666667,-21.91666667,-6.833333333,1029.375,463.1879167,0,0,17.58333333
1/1/2011,29,-19.125,-6.708333333,1034.75,149.3845833,0,0,18.66666667
1/2/2011,36.66666667,-16.95833333,-4.958333333,1035.333333,9.327083333,0,0,29
1/3/2011,162.2916667,-14.5,-6.041666667,1030.875,1.50375,0,0,36.66666667
1/4/2011,91.33333333,-15.41666667,-4.958333333,1027.208333,15.8125,0,0,162.2916667
1/5/2011,20.25,-20.04166667,-5.041666667,1031.666667,177.6758333,0,0,91.33333333
1/6/2011,15.875,-19.20833333,-5.041666667,1038.083333,357.2675,0,0,20.25
1/7/2011,46.66666667,-17.83333333,-4.708333333,1030.916667,82.28541667,0,0,15.875
1/8/2011,59.6292517,-17.20833333,-3.875,1028.083333,62.03958333,0,0,46.66666667
1/9/2011,27.87755102,-22.375,-5.625,1036.791667,287.10375,0,0,59.6292517
1/10/2011,52.36819728,-20.83333333,-4.5,1028.083333,104.56,0,0,27.87755102
1/11/2011,27,-20.58333333,-4.041666667,1023.041667,36.99541667,0,0,52.36819728
1/12/2011,62.79166667,-20.16666667,-6.375,1023.958333,5.009583333,0,0,27
1/13/2011,126.375,-18.75,-4.541666667,1022.333333,6.46125,0,0,62.79166667
1/14/2011,17.58333333,-20.95833333,-4.541666667,1033.416667,87.31625,0,0,126.375
1/15/2011,16.125,-25.25,-8.041666667,1039.583333,222.9904167,0,0,17.58333333
1/16/2011,36.08333333,-21.75,-8.125,1036.541667,3.053333333,0,0,16.125
1/17/2011,37.875,-20.83333333,-7.041666667,1035.125,61.55,0,0,36.08333333
1/18/2011,20.20833333,-22.20833333,-7.875,1033.666667,44.88666667,0,0,37.875
1/19/2011,20.75,-22.20833333,-6.791666667,1032.541667,51.45708333,0,0,20.20833333
1/20/2011,38.75,-21.5,-6.916666667,1030.875,6.37125,0,0,20.75
1/21/2011,71.66666667,-20.125,-5,1028.166667,7.041666667,0,0,38.75
1/22/2011,56.29166667,-18.25,-5.583333333,1028.333333,25.52208333,0,0,71.66666667
1/23/2011,14.5,-21.16666667,-5.625,1032.208333,170.57375,0,0,56.29166667
1/24/2011,44.29166667,-19.95833333,-6.791666667,1032.708333,47.49791667,0,0,14.5
1/25/2011,34.29166667,-20.83333333,-6.041666667,1034.375,33.75791667,0,0,44.29166667
1/26/2011,67.54166667,-19.625,-7.208333333,1038.916667,8.815416667,0,0,34.29166667
1/27/2011,31.875,-20.20833333,-5.75,1041.708333,14.905,0,0,67.54166667
1/28/2011,18.20833333,-20.95833333,-5.458333333,1037.708333,38.98875,0,0,31.875
1/29/2011,11.91666667,-23.25,-6.625,1036.041667,65.9425,0,0,18.20833333
1/30/2011,21.20833333,-20.91666667,-2.5,1033.833333,134.59375,0,0,11.91666667
1/31/2011,28.66666667,-19.125,0.166666667,1028.083333,33.95041667,0,0,21.20833333
2/1/2011,35.08333333,-19.625,1.375,1022.541667,46.26083333,0,0,28.66666667
2/2/2011,53.29166667,-18.58333333,0.041666667,1020.875,41.08583333,0,0,35.08333333
2/3/2011,100.875,-17.45833333,-0.875,1021.416667,44.75708333,0,0,53.29166667
2/4/2011,131.125,-13.54166667,0,1021.458333,11.64125,0,0,100.875
2/5/2011,113.25,-9.75,-3.166666667,1018.666667,3.461666667,0,0,131.125
2/6/2011,54.04166667,-10.66666667,2.5,1020,5.494166667,0,0,113.25
2/7/2011,141.625,-9.75,-0.291666667,1015.208333,5.885,0,0,54.04166667
2/8/2011,98.45833333,-11.875,-0.583333333,1015.833333,9.369166667,0,0,141.625
2/9/2011,126.875,-7.875,-2.125,1026.166667,12.515,0.041666667,0,98.45833333
2/10/2011,65,-4.75,-3.708333333,1027.541667,55.30541667,8.708333333,0,126.875
2/11/2011,62.20833333,-12.33333333,-3.791666667,1030.375,28.85333333,0,0,65
2/12/2011,27.58333333,-17.20833333,-6.041666667,1032.5,11.10291667,0.125,0,62.20833333
2/13/2011,73.625,-8.083333333,-4.916666667,1030.333333,10.69375,4.25,0,27.58333333
2/14/2011,33.125,-17.125,-5.416666667,1032.083333,9.162916667,0,0,73.625
2/15/2011,202.2083333,-10.75,-5.833333333,1027.208333,2.492916667,0,0,33.125
2/16/2011,268.875,-8.041666667,-3.333333333,1022.416667,2.81125,0,0,202.2083333
2/17/2011,209.625,-7.333333333,0.416666667,1024.75,7.78375,0,0,268.875
2/18/2011,192.5833333,-9.708333333,0.208333333,1026.583333,9.239583333,0,0,209.625
2/19/2011,189.25,-9,2.333333333,1024.208333,10.56166667,0,0,192.5833333
2/20/2011,349.4583333,-5.791666667,0.916666667,1026.5,2.622916667,0,0,189.25
2/21/2011,493.9166667,-4.041666667,0.583333333,1024.583333,1.65375,0,0,349.4583333
2/22/2011,401.4583333,-5.291666667,0.75,1020.416667,2.697083333,0,0,493.9166667
2/23/2011,416.6666667,-3.916666667,2.166666667,1015.375,5.401666667,0,0,401.4583333
2/24/2011,143.4583333,-9.916666667,4.166666667,1021.666667,19.98291667,0,0,416.6666667
2/25/2011,70.91666667,-8.375,1.125,1031.166667,11.19666667,0,0,143.4583333
2/26/2011,76.25,-4.416666667,-1.291666667,1026.625,10.52375,1.5,0,70.91666667
2/27/2011,58.54166667,-4.75,-0.583333333,1027.333333,27.0575,1.166666667,0,76.25
2/28/2011,19.625,-11.08333333,1.458333333,1026.791667,37.03208333,0,0,58.54166667
3/1/2011,23.5,-14.79166667,0.958333333,1025.666667,52.16166667,0,0,19.625
3/2/2011,25.5,-15.79166667,1.666666667,1025.458333,36.20708333,0,0,23.5
3/3/2011,15.70833333,-15.16666667,3.875,1026.875,132.2745833,0,0,25.5
3/4/2011,59.375,-11,4.083333333,1022.708333,7.5425,0,0,15.70833333
3/5/2011,96.95833333,-5.166666667,7.083333333,1016.583333,23.615,0,0,59.375
3/6/2011,14.77083333,-13.79166667,7.041666667,1024,25.25708333,0,0,96.95833333
3/7/2011,17.97916667,-14.875,5.875,1023.5,57.91125,0,0,14.77083333
3/8/2011,17.20833333,-16.375,5.458333333,1022.791667,69.10541667,0,0,17.97916667
3/9/2011,20.27083333,-15.83333333,6.708333333,1027.416667,28.31458333,0,0,17.20833333
3/10/2011,48.70833333,-13.75,7.416666667,1022.375,8.307916667,0,0,20.27083333
3/11/2011,92.95833333,-10.70833333,6.333333333,1017.125,6.202083333,0,0,48.70833333
3/12/2011,275.5416667,-3.541666667,8.083333333,1008.958333,4.489583333,0,0,92.95833333
3/13/2011,175.2083333,-5.833333333,9.666666667,1013.583333,15.70041667,0,0,275.5416667
3/14/2011,14.70833333,-17.25,6.458333333,1028.958333,70.98291667,0,0,175.2083333
3/15/2011,15.95833333,-18.08333333,5.166666667,1027.083333,264.98875,0,0,14.70833333
3/16/2011,38.41666667,-13,4.5,1023.833333,23.57625,0,0,15.95833333
3/17/2011,114.2762681,-8.208333333,6.875,1017.791667,4.39375,0,0,38.41666667
3/18/2011,106.9619565,-9.208333333,8.875,1013.5,26.85875,0,0,114.2762681
3/19/2011,77.48369565,-8.791666667,7.375,1017.333333,15.65125,0,0,106.9619565
3/20/2011,48.00543478,-4.541666667,6.666666667,1015.958333,25.52083333,0,0,77.48369565
3/21/2011,22.62681159,-17.45833333,4.5,1026.166667,62.95125,0,0,48.00543478
3/22/2011,17.41666667,-20.66666667,5.5,1028.041667,79.68166667,0,0,22.62681159
3/23/2011,21.625,-16.45833333,6.625,1024.333333,81.63916667,0,0,17.41666667
3/24/2011,10.625,-19.16666667,7.416666667,1026.375,131.0175,0,0,21.625
3/25/2011,21.04166667,-14.54166667,8.458333333,1027.5,47.88708333,0,0,10.625
3/26/2011,61.66666667,-11.25,8.333333333,1025.541667,5.71875,0,0,21.04166667
3/27/2011,22.70833333,-13.83333333,11.625,1024.041667,45.00583333,0,0,61.66666667
3/28/2011,45.66666667,-8.375,9.083333333,1027.083333,9.540833333,0,0,22.70833333
3/29/2011,79.83333333,-5.958333333,11.16666667,1024.708333,9.105833333,0,0,45.66666667
3/30/2011,101.625,-5.833333333,12.625,1019.791667,7.5225,0,0,79.83333333
3/31/2011,201.9166667,1.291666667,13.625,1015.25,3.46375,0,0,101.625
4/1/2011,46.72916667,-5.5,10.08333333,1025.875,39.955,0,0.875,201.9166667
4/2/2011,60.35416667,-3.583333333,8.458333333,1029,13.72583333,0,0.291666667,46.72916667
4/3/2011,126.4166667,-8.166666667,11.125,1024.958333,12.53375,0,0,60.35416667
4/4/2011,126,-7.958333333,13.04166667,1022.958333,16.625,0,0,126.4166667
4/5/2011,207.6666667,-4.791666667,12.95833333,1022.041667,44.42083333,0,0,126
4/6/2011,145.9056604,1.958333333,13.41666667,1016,41.90875,0,0.125,207.6666667
4/7/2011,96.5,-6.583333333,13.75,1017.875,57.6475,0,0,145.9056604
4/8/2011,45.46933962,-9.666666667,13.25,1018.833333,32.105,0,0,96.5
4/9/2011,92.625,-4.541666667,16.83333333,1011.958333,13.53833333,0,0,45.46933962
4/10/2011,22.25,-15.25,14.04166667,1021.583333,25.47833333,0,0,92.625
4/11/2011,19.91666667,-14.66666667,15.08333333,1020.5,23.14916667,0,0,22.25
4/12/2011,101.7916667,-4.083333333,16.25,1013.291667,14.8425,0,0,19.91666667
4/13/2011,168.1666667,5.041666667,17.5,1010.75,5.994166667,0,0,101.7916667
4/14/2011,93.29166667,1.125,21.91666667,1004.166667,11.52958333,0,0,168.1666667
4/15/2011,35.77083333,-4.666666667,19.58333333,1010.583333,14.06458333,0,0,93.29166667
4/16/2011,68.54166667,-1.791666667,16.08333333,1013.833333,25.12583333,0,0,35.77083333
4/17/2011,60.20833333,-6.125,16.45833333,1011.5,89.35125,0,0,68.54166667
4/18/2011,16.60416667,-10,14.29166667,1016.791667,37.935,0,0,60.20833333
4/19/2011,76.5,-1.333333333,14.79166667,1016.666667,21.33291667,0,0,16.60416667
4/20/2011,142.3333333,4.75,16.33333333,1008.708333,14.87,0,0,76.5
4/21/2011,94.89583333,6.625,13.08333333,1014.375,16.89291667,0,0.625,142.3333333
4/22/2011,48,4.708333333,12.375,1015.958333,5.99625,0,0,94.89583333
4/23/2011,25.91666667,2.25,13.58333333,1013.25,14.12041667,0,0,48
4/24/2011,17.9375,-2.583333333,15.66666667,1010.166667,73.31458333,0,0,25.91666667
4/25/2011,110.4583333,4.166666667,13.375,1003.333333,15.27583333,0,0,17.9375
4/26/2011,76.29166667,4.583333333,13.08333333,1004.5,15.38458333,0,0.041666667,110.4583333
4/27/2011,44.45833333,1.25,13.70833333,1010.208333,12.83166667,0,0,76.29166667
4/28/2011,101.6666667,4.666666667,16.33333333,1006.083333,15.83458333,0,0,44.45833333
4/29/2011,166.3125,10.625,15.83333333,998.75,11.99791667,0,0.125,101.6666667
4/30/2011,163.875,4.791666667,15.875,1001.458333,44.14291667,0,0,166.3125
5/1/2011,68,-1.875,21.66666667,1009.916667,158.3679167,0,0,163.875
5/2/2011,24.20833333,-5.708333333,19.66666667,1011.416667,54.05625,0,0,68
5/3/2011,20.33333333,-3.291666667,19.625,1014.75,15.32875,0,0,24.20833333
5/4/2011,66.25,7.291666667,14.875,1010.25,46.08125,0,0.041666667,20.33333333
5/5/2011,109.3333333,5,16.125,1002.083333,8.398333333,0,0.083333333,66.25
5/6/2011,52.79166667,0.041666667,18.25,1002.583333,23.67125,0,0,109.3333333
5/7/2011,32.10416667,4.125,19.83333333,1007.333333,9.722916667,0,0,52.79166667
5/8/2011,60.5,8.125,15.58333333,1010.291667,14.09416667,0,1.875,32.10416667
5/9/2011,51.66666667,7.958333333,18.91666667,1005.958333,12.29208333,0,0.125,60.5
5/10/2011,33.625,6.083333333,20.58333333,1007.791667,18.94208333,0,0,51.66666667
5/11/2011,104.5416667,3.625,20.91666667,1006.208333,37.80833333,0,0,33.625
5/12/2011,42.54166667,-5.916666667,19.08333333,1009.333333,196.5658333,0,0,104.5416667
5/13/2011,31.75,-3.791666667,22,1009.75,127.735,0,0,42.54166667
5/14/2011,30.41666667,-2.375,24.83333333,1007.666667,42.54375,0,0,31.75
5/15/2011,39.41666667,0.541666667,20.625,1010.416667,12.90833333,0,0,30.41666667
5/16/2011,52.83333333,2.375,19.875,1012.416667,17.635,0,0,39.41666667
5/17/2011,146.0416667,11.95833333,20.70833333,999.5,16.27958333,0,0,52.83333333
5/18/2011,184.1666667,13.41666667,22.58333333,998.9166667,10.74375,0,0,146.0416667
5/19/2011,12.70833333,3.875,20.58333333,1010.291667,46.64708333,0,0.125,184.1666667
5/20/2011,33.08333333,-1.708333333,17.41666667,1013.875,30.38375,0,0,12.70833333
5/21/2011,41.95833333,-1.958333333,18.95833333,1013.333333,26.78833333,0,0,33.08333333
5/22/2011,65.04166667,2.416666667,21.33333333,1010.75,27.41541667,0,0,41.95833333
5/23/2011,103.6666667,8.166666667,21.41666667,1012.25,26.37291667,0,0,65.04166667
5/24/2011,69.20833333,9.75,22.41666667,1013.708333,106.9445833,0,0,103.6666667
5/25/2011,60.875,9.875,23.20833333,1013.041667,181.7241667,0,0,69.20833333
5/26/2011,105.6486111,11.29166667,20.54166667,1012.291667,26.22791667,0,0.291666667,60.875
5/27/2011,102.3722222,14.04166667,21.25,1011.208333,12.21,0,0,105.6486111
5/28/2011,143.3333333,15.79166667,25.54166667,1008.583333,32.35666667,0,0,102.3722222
5/29/2011,107.7916667,17.5,24.875,1007.333333,13.54416667,0,0,143.3333333
5/30/2011,57.04166667,11.91666667,24.91666667,1002.625,5.419166667,0,0,107.7916667
5/31/2011,13.45833333,8.416666667,23.91666667,1002.291667,77.22625,0,0.041666667,57.04166667
6/1/2011,17.5,7.375,25.875,1006.625,98.09041667,0,0,13.45833333
6/2/2011,77.95833333,10.25,27.04166667,1003.708333,12.94333333,0,0,17.5
6/3/2011,30.125,4.416666667,26.5,1004.041667,13.87666667,0,0,77.95833333
6/4/2011,40.375,7.958333333,25,1006.416667,8.88125,0,0,30.125
6/5/2011,84.83333333,11.58333333,26.16666667,1006.375,15.71541667,0,0,40.375
6/6/2011,95.20833333,15.95833333,25.33333333,1000.291667,3.1475,0,0.125,84.83333333
6/7/2011,140.2916667,17.16666667,25.625,996.375,6.164583333,0,0.125,95.20833333
6/8/2011,27.16666667,16.29166667,25.79166667,998.5833333,16.35208333,0,0.833333333,140.2916667
6/9/2011,129.375,17.25,26.25,1002.5,14.19083333,0,0,27.16666667
6/10/2011,115.8333333,16.41666667,26.875,999.7916667,14.35958333,0,0.125,129.375
6/11/2011,67.45833333,16.79166667,22.70833333,1003.541667,5.119583333,0,0.041666667,115.8333333
6/12/2011,22,12.125,26.16666667,1006,8.233333333,0,0,67.45833333
6/13/2011,86.79166667,16.54166667,26.54166667,1005.666667,7.879166667,0,0,22
6/14/2011,153.7916667,16.79166667,27.29166667,1002.708333,13.87458333,0,0.458333333,86.79166667
6/15/2011,147.2083333,19.04166667,24.58333333,1002.5,11.00583333,0,0.208333333,153.7916667
6/16/2011,115.7083333,17.25,21.375,1006.041667,5.60625,0,0.208333333,147.2083333
6/17/2011,100.5416667,17.91666667,24.79166667,1007.791667,6.236666667,0,0,115.7083333
6/18/2011,182.5833333,19.125,26.375,1006.625,9.588333333,0,0,100.5416667
6/19/2011,196.375,19.54166667,25.66666667,1006.708333,15.23208333,0,0,182.5833333
6/20/2011,180.125,18.04166667,27.20833333,1004.166667,14.32041667,0,0,196.375
6/21/2011,146.375,17,29.83333333,1002.041667,37.82958333,0,0,180.125
6/22/2011,250.7916667,20.375,26.33333333,998.5,21.57125,0,0.041666667,146.375
6/23/2011,139.5416667,21.125,22.75,998.75,13.5225,0,1.333333333,250.7916667
6/24/2011,26.95833333,15.875,22.75,1008.291667,10.46708333,0,1.166666667,139.5416667
6/25/2011,33.29166667,14.91666667,25,1011.125,3.745,0,0,26.95833333
6/26/2011,52.16666667,14.95833333,25.54166667,1003.708333,9.330416667,0,0,33.29166667
6/27/2011,58.45833333,15.58333333,26.16666667,998.875,10.355,0,0,52.16666667
6/28/2011,140.125,18.75,26.75,1002.083333,13.87583333,0,0,58.45833333
6/29/2011,231.9583333,21.25,25.91666667,1003.666667,14.17583333,0,0,140.125
6/30/2011,143.1666667,22.04166667,25.25,1002.625,3.687916667,0,0.166666667,231.9583333
7/1/2011,141.1666667,23.04166667,25,1002.416667,3.352916667,0,0.458333333,143.1666667
7/2/2011,158.8333333,23.41666667,25.66666667,1000.416667,2.1575,0,0.666666667,141.1666667
7/3/2011,110.5,18.875,28.70833333,1001.625,6.927916667,0,0,158.8333333
7/4/2011,64.58333333,18.04166667,29.04166667,1003.333333,7.579583333,0,0,110.5
7/5/2011,121.875,19.375,27.125,999.5416667,29.64833333,0,0,64.58333333
7/6/2011,171.375,21.29166667,27.75,996.75,9.275833333,0,0,121.875
7/7/2011,28.79166667,14.33333333,25.375,996.625,9.777083333,0,0.25,171.375
7/8/2011,23.20833333,14.95833333,25.875,998.8333333,17.68833333,0,0.041666667,28.79166667
7/9/2011,22,15.04166667,27.33333333,1004.458333,8.307083333,0,0,23.20833333
7/10/2011,82.66666667,19.25,27.25,1006.541667,6.688333333,0,0,22
7/11/2011,193.2083333,21.79166667,27.16666667,1007.583333,13.705,0,0,82.66666667
7/12/2011,110.9583333,21.45833333,26.75,1008,13.18791667,0,0,193.2083333
7/13/2011,95.375,21.95833333,27.25,1005.291667,18.14708333,0,0.125,110.9583333
7/14/2011,104.6666667,21.91666667,26.75,1005.375,6.2225,0,0.083333333,95.375
7/15/2011,74.25,20.875,25.125,1006,12.85416667,0,0.625,104.6666667
7/16/2011,75.75,19.91666667,26.54166667,1004.458333,17.8625,0,0.125,74.25
7/17/2011,102.125,21.08333333,23.95833333,1004.5,4.620416667,0,0.291666667,75.75
7/18/2011,103.9583333,20.625,24.91666667,1004.583333,5.159583333,0,0,102.125
7/19/2011,102.5833333,21.66666667,25.95833333,1002.25,5.30875,0,0.041666667,103.9583333
7/20/2011,42.33333333,21.91666667,23.41666667,1002.541667,7.039166667,0,1.75,102.5833333
7/21/2011,90.41666667,22.83333333,25.16666667,1002.708333,10.20166667,0,0.25,42.33333333
7/22/2011,167.75,23.83333333,25.75,1002.875,30.94,0,0.083333333,90.41666667
7/23/2011,288.25,26.20833333,28.54166667,1002.375,2.83,0,0,167.75
7/24/2011,240.9583333,25.625,27.54166667,1001.583333,9.464583333,0,1.916666667,288.25
7/25/2011,48.95833333,23.95833333,25.54166667,998.9583333,2.436666667,0,0.916666667,240.9583333
7/26/2011,50.16666667,22.79166667,27.95833333,999.7083333,8.009166667,0,0.041666667,48.95833333
7/27/2011,63.95833333,23.375,26.25,1002.125,13.52041667,0,0.25,50.16666667
7/28/2011,202.9166667,25.33333333,27.875,1004.875,22.88875,0,0,63.95833333
7/29/2011,140.9166667,23.625,24.91666667,1005.958333,8.214166667,0,5,202.9166667
7/30/2011,40.875,21.91666667,25.875,1001.708333,8.71625,0,6.5,140.9166667
7/31/2011,68.74088542,22.625,28.16666667,1002.916667,6.778333333,0,0,40.875
8/1/2011,93.1015625,25.16666667,28,1004.25,7.974583333,0,0,68.74088542
8/2/2011,76.2265625,20,27.58333333,1007.083333,22.74083333,0,0,93.1015625
8/3/2011,62.32682292,20.41666667,25.54166667,1005.166667,25.77791667,0,0,76.2265625
8/4/2011,104.5833333,21.79166667,26.5,1004.541667,17.58291667,0,0,62.32682292
8/5/2011,150.5,23,26.66666667,1006.166667,15.66916667,0,0,104.5833333
8/6/2011,108.875,22.04166667,25.41666667,1006.375,28.75458333,0,0,150.5
8/7/2011,108.8333333,23.20833333,26.41666667,1006.166667,14.00708333,0,0,108.875
8/8/2011,103.8333333,23.08333333,28.5,1000.958333,9.932083333,0,0,108.8333333
8/9/2011,168.1331522,24.125,27.45833333,1003.458333,8.197916667,0,1.375,103.8333333
8/10/2011,51.63768116,21.25,27.70833333,1007,8.16125,0,0,168.1331522
8/11/2011,98.875,23.66666667,28.45833333,1005.416667,8.664583333,0,0,51.63768116
8/12/2011,133.75,24.08333333,28.375,1002.875,11.19666667,0,0,98.875
8/13/2011,120.625,24.375,27.625,1000.416667,30.06083333,0,0,133.75
8/14/2011,104.2083333,24.75,26,1001.875,8.385,0,0.541666667,120.625
8/15/2011,119.0833333,23.75,24.79166667,1002,6.801666667,0,1.625,104.2083333
8/16/2011,15.41666667,20.16666667,27.16666667,1003.625,11.9375,0,0.25,119.0833333
8/17/2011,51.20833333,21.16666667,24.375,1007.333333,11.39875,0,0.416666667,15.41666667
8/18/2011,20.125,18.375,25.41666667,1010.25,11.23375,0,0,51.20833333
8/19/2011,58.33333333,19.95833333,24.875,1012.041667,18.39833333,0,0,20.125
8/20/2011,77.75,20.16666667,25,1011.916667,14.75208333,0,0,58.33333333
8/21/2011,85.08333333,20.5,25.33333333,1010.5,5.995833333,0,0,77.75
8/22/2011,106.5,19.33333333,25.125,1010.916667,5.099166667,0,0,85.08333333
8/23/2011,111.7916667,19.58333333,24.625,1011.958333,3.632083333,0,0,106.5
8/24/2011,108.6458333,20,23.83333333,1011.833333,5.645,0,0.166666667,111.7916667
8/25/2011,99.29166667,20.25,22.25,1014.083333,4.695,0,0.125,108.6458333
8/26/2011,91,20.75,22.91666667,1015.375,13.55625,0,0.958333333,99.29166667
8/27/2011,90.125,19.375,22.75,1013.208333,7.879583333,0,0,91
8/28/2011,86.25,18.91666667,23.25,1009.833333,4.562916667,0,0,90.125
8/29/2011,120.0625,20.25,24.25,1009.041667,5.810833333,0,0,86.25
8/30/2011,164.9166667,22.375,25.95833333,1008.333333,5.045416667,0,0,120.0625
8/31/2011,235.1666667,23.625,26.33333333,1005.125,2.100833333,0,0,164.9166667
9/1/2011,38.91666667,16.66666667,23.66666667,1010.583333,14.70958333,0,0.291666667,235.1666667
9/2/2011,55.20833333,17.16666667,23.16666667,1009.583333,11.37583333,0,0,38.91666667
9/3/2011,84.54166667,19.125,23.25,1012.75,12.14125,0,0,55.20833333
9/4/2011,91.45833333,17.33333333,23.75,1013.208333,4.841666667,0,0,84.54166667
9/5/2011,90.375,16.875,22.625,1013.125,12.23625,0,0,91.45833333
9/6/2011,112.25,17.08333333,23.33333333,1009.833333,13.55875,0,0,90.375
9/7/2011,163.2083333,18.33333333,22.875,1005.958333,22.67583333,0,0.25,112.25
9/8/2011,38.20833333,15.58333333,18.83333333,1012.333333,6.349583333,0,0.25,163.2083333
9/9/2011,21.29166667,9.958333333,19.45833333,1020.083333,7.26375,0,0,38.20833333
9/10/2011,21.625,12.875,14.70833333,1023.583333,10.95375,0,7.125,21.29166667
9/11/2011,43.45833333,14.08333333,17.625,1019.125,6.409166667,0,0,21.625
9/12/2011,120.5833333,14.91666667,16.70833333,1015.875,11.36125,0,0,43.45833333
9/13/2011,120.0416667,17.83333333,20,1012.291667,20.88958333,0,0,120.5833333
9/14/2011,155.9166667,18.08333333,20.79166667,1010.083333,3.77875,0,0,120.0416667
9/15/2011,156.1666667,18.04166667,21.16666667,1009.833333,3.780833333,0,0.125,155.9166667
9/16/2011,23.16666667,13.04166667,19.29166667,1014.375,10.43208333,0,0.291666667,156.1666667
